ahead,Look ahead before you cross the street.,adiante,Olhe adiante antes de atravessar a rua.,[sound:1028_ahead.mp3]
generation,My grandparents are an older generation.,geração,Meus avós são de uma geração mais velha.,[sound:1029_generation.mp3]
commercial,We saw a funny commercial on TV.,comercial,Nós vimos um comercial engraçado na TV.,[sound:1030_commercial.mp3]
to address,The teacher will address the whole class.,dirigir-se,A professora vai se dirigir à turma toda.,[sound:1031_to_address.mp3]
cancer,Early treatment can help fight cancer.,câncer,O tratamento cedo pode ajudar a combater o câncer.,[sound:1032_cancer.mp3]
to test,The teacher will test us on Friday.,testar,A professora vai nos testar na sexta-feira.,[sound:1033_to_test.mp3]
item,Please check each item on the list.,item,Por favor verifique cada item da lista.,[sound:1034_item.mp3]
reality,In reality; the earth is not flat.,realidade,Na realidade; a Terra não é plana.,[sound:1035_reality.mp3]
coach,Our coach taught us to play well.,treinador,Nosso treinador nos ensinou a jogar bem.,[sound:1036_coach.mp3]
to step,Do not step on the wet floor.,pisar,Não pise no chão molhado.,[sound:1037_to_step.mp3]
Mrs,Mrs. Silva is our science teacher.,Sra.,A Sra. Silva é nossa professora de ciências.,[sound:1038_mrs.mp3]
yard,The kids played in the yard.,quintal,As crianças brincaram no quintal.,[sound:1039_yard.mp3]
to beat,Our team can beat the other team.,vencer,Nosso time pode vencer o outro time.,[sound:1040_to_beat.mp3]
violence,Violence is never the right answer.,violência,A violência nunca é a resposta certa.,[sound:1041_violence.mp3]
total,The total cost was ten dollars.,total,O custo total foi dez dólares.,[sound:1042_total.mp3]
to tend,I tend to wake up very early.,ter tendência,Eu tenho tendência a acordar muito cedo.,[sound:1043_to_tend.mp3]
investment,Education is a good investment in life.,investimento,A educação é um bom investimento na vida.,[sound:1044_investment.mp3]
discussion,We had a discussion about the book.,discussão,Nós tivemos uma discussão sobre o livro.,[sound:1045_discussion.mp3]
finger,She cut her finger while cooking.,dedo,Ela cortou o dedo enquanto cozinhava.,[sound:1046_finger.mp3]
garden,My mom grows flowers in the garden.,jardim,Minha mãe cultiva flores no jardim.,[sound:1047_garden.mp3]
to notice,Did you notice the new painting?,notar,Você notou o quadro novo?,[sound:1048_to_notice.mp3]
collection,He has a big collection of cards.,coleção,Ele tem uma grande coleção de cartas.,[sound:1049_collection.mp3]
modern,This is a modern and fast computer.,moderno,Este é um computador moderno e rápido.,[sound:1050_modern.mp3]
task,My task is to clean the classroom.,tarefa,Minha tarefa é limpar a sala de aula.,[sound:1051_task.mp3]
partner,My partner and I work together.,parceiro,Meu parceiro e eu trabalhamos juntos.,[sound:1052_partner.mp3]
positive,She has a positive attitude every day.,positivo,Ela tem uma atitude positiva todos os dias.,[sound:1053_positive.mp3]
civil,Be civil and kind to others.,civil,Seja civil e gentil com os outros.,[sound:1054_civil.mp3]
kitchen,Mom cooks in the kitchen.,cozinha,Mamãe cozinha na cozinha.,[sound:1055_kitchen.mp3]
consumer,The consumer bought a new phone.,consumidor,O consumidor comprou um telefone novo.,[sound:1056_consumer.mp3]
shot,The basketball shot went in.,arremesso,O arremesso de basquete entrou.,[sound:1057_shot.mp3]
budget,Our budget for the trip is small.,orçamento,Nosso orçamento para a viagem é pequeno.,[sound:1058_budget.mp3]
to wish,I wish for a sunny day.,desejar,Eu desejo um dia ensolarado.,[sound:1059_to_wish.mp3]
painting,The painting on the wall is beautiful.,pintura,A pintura na parede é bonita.,[sound:1060_painting.mp3]
scientist,The scientist studies animals in the lab.,cientista,A cientista estuda animais no laboratório.,[sound:1061_scientist.mp3]
safe,Keep your money in a safe place.,seguro,Guarde seu dinheiro em um lugar seguro.,[sound:1062_safe.mp3]
agreement,We made an agreement to share.,acordo,Fizemos um acordo para compartilhar.,[sound:1063_agreement.mp3]
capital,Brasília is the capital of Brazil.,capital,Brasília é a capital do Brasil.,[sound:1064_capital.mp3]
mouth,Open your mouth at the dentist.,boca,Abra sua boca no dentista.,[sound:1065_mouth.mp3]
nor,He eats neither meat nor fish.,nem,Ele não come nem carne nem peixe.,[sound:1066_nor.mp3]
victim,The victim got help from the police.,vítima,A vítima recebeu ajuda da polícia.,[sound:1067_victim.mp3]
newspaper,Dad reads the newspaper every morning.,jornal,Papai lê o jornal toda manhã.,[sound:1068_newspaper.mp3]
instead,Drink water instead of soda.,em vez disso,Beba água em vez de refrigerante.,[sound:1069_instead.mp3]
threat,The storm was a threat to the town.,ameaça,A tempestade foi uma ameaça à cidade.,[sound:1070_threat.mp3]
responsibility,It is your responsibility to do homework.,responsabilidade,É sua responsabilidade fazer o dever de casa.,[sound:1071_responsibility.mp3]
to smile,I smile when I see my friends.,sorrir,Eu sorrio quando vejo meus amigos.,[sound:1072_to_smile.mp3]
attorney,The attorney spoke in the courtroom.,advogado,O advogado falou no tribunal.,[sound:1073_attorney.mp3]
score,The final score was three to one.,placar,O placar final foi três a um.,[sound:1074_score.mp3]
account,She has a bank account already.,conta,Ela já tem uma conta no banco.,[sound:1075_account.mp3]
interesting,This book is very interesting to read.,interessante,Este livro é muito interessante de ler.,[sound:1076_interesting.mp3]
break,Let us take a break after class.,pausa,Vamos fazer uma pausa depois da aula.,[sound:1077_break.mp3]
audience,The audience clapped after the show.,plateia,A plateia aplaudiu depois do show.,[sound:1078_audience.mp3]
rich,The rich man gave food to others.,rico,O homem rico deu comida aos outros.,[sound:1079_rich.mp3]
dinner,We eat dinner together as a family.,jantar,Nós jantamos juntos em família.,[sound:1080_dinner.mp3]
to figure,I need to figure out this problem.,descobrir,Eu preciso descobrir este problema.,[sound:1081_to_figure.mp3]
vote,Every adult can vote in elections.,voto,Todo adulto pode votar nas eleições.,[sound:1082_vote.mp3]
western,Cowboys live in western stories.,ocidental,Cowboys aparecem em histórias ocidentais.,[sound:1083_western.mp3]
to relate,I can relate to your feelings.,relacionar,Eu consigo me relacionar com seus sentimentos.,[sound:1084_to_relate.mp3]
to travel,I love to travel to new places.,viajar,Eu adoro viajar para lugares novos.,[sound:1085_to_travel.mp3]
debate,The students had a debate in class.,debate,Os alunos tiveram um debate na aula.,[sound:1086_debate.mp3]
to prevent,Wash your hands to prevent sickness.,prevenir,Lave as mãos para prevenir doenças.,[sound:1087_to_prevent.mp3]
citizen,A good citizen follows the rules.,cidadão,Um bom cidadão segue as regras.,[sound:1088_citizen.mp3]
majority,The majority of kids like ice cream.,maioria,A maioria das crianças gosta de sorvete.,[sound:1089_majority.mp3]
none,None of the answers were correct.,nenhum,Nenhuma das respostas estava correta.,[sound:1090_none.mp3]
front,She sat in the front of the class.,frente,Ela sentou na frente da sala de aula.,[sound:1091_front.mp3]
to be born,I was born in a small city.,nascer,Eu nasci em uma cidade pequena.,[sound:1092_to_be_born.mp3]
to admit,He had to admit he was wrong.,admitir,Ele teve que admitir que estava errado.,[sound:1093_to_admit.mp3]
senior,The senior student helped the younger ones.,veterano,O aluno veterano ajudou os mais novos.,[sound:1094_senior.mp3]
to assume,Do not assume the answer is easy.,assumir,Não assuma que a resposta é fácil.,[sound:1095_to_assume.mp3]
wind,The wind blew my hat away.,vento,O vento levou meu chapéu embora.,[sound:1096_wind.mp3]
key,She lost the key to her house.,chave,Ela perdeu a chave da sua casa.,[sound:1097_key.mp3]
professional,He is a professional soccer player.,profissional,Ele é um jogador de futebol profissional.,[sound:1098_professional.mp3]
mission,Our mission is to help the school.,missão,Nossa missão é ajudar a escola.,[sound:1099_mission.mp3]
fast,The cheetah is a very fast animal.,rápido,O guepardo é um animal muito rápido.,[sound:1100_fast.mp3]
alone,She felt alone at the new school.,sozinha,Ela se sentiu sozinha na escola nova.,[sound:1101_alone.mp3]
customer,The customer bought a new book.,cliente,O cliente comprou um livro novo.,[sound:1102_customer.mp3]
to suffer,Nobody wants to suffer in pain.,sofrer,Ninguém quer sofrer de dor.,[sound:1103_to_suffer.mp3]
speech,She gave a great speech today.,discurso,Ela fez um ótimo discurso hoje.,[sound:1104_speech.mp3]
successful,He is a very successful student.,bem-sucedido,Ele é um estudante muito bem-sucedido.,[sound:1105_successful.mp3]
option,You have one more option left.,opção,Você tem mais uma opção.,[sound:1106_option.mp3]
participant,Each participant got a small prize.,participante,Cada participante ganhou um pequeno prêmio.,[sound:1107_participant.mp3]
southern,They live in the southern part.,sul,Eles moram na parte sul.,[sound:1108_southern.mp3]
fresh,I love the smell of fresh bread.,fresco,Eu amo o cheiro de pão fresco.,[sound:1109_fresh.mp3]
eventually,She eventually learned to ride a bike.,eventualmente,Ela eventualmente aprendeu a andar de bicicleta.,[sound:1110_eventually.mp3]
no,There is no milk in the fridge.,não,Não há leite na geladeira.,[sound:1111_no.mp3]
forest,The forest is full of tall trees.,floresta,A floresta está cheia de árvores altas.,[sound:1112_forest.mp3]
video,We watched a funny video together.,vídeo,Nós assistimos a um vídeo engraçado juntos.,[sound:1113_video.mp3]
global,Climate change is a global problem.,global,A mudança climática é um problema global.,[sound:1114_global.mp3]
Senate,The Senate voted on a new law.,Senado,O Senado votou em uma nova lei.,[sound:1115_senate.mp3]
reform,The school needs a big reform.,reforma,A escola precisa de uma grande reforma.,[sound:1116_reform.mp3]
access,We have access to clean water.,acesso,Nós temos acesso à água limpa.,[sound:1117_access.mp3]
restaurant,The restaurant serves very good food.,restaurante,O restaurante serve comida muito boa.,[sound:1118_restaurant.mp3]
judge,The judge made a fair decision.,juiz,O juiz tomou uma decisão justa.,[sound:1119_judge.mp3]
to publish,She wants to publish her first book.,publicar,Ela quer publicar seu primeiro livro.,[sound:1120_to_publish.mp3]
to cost,How much does this toy cost?,custar,Quanto custa esse brinquedo?,[sound:1121_to_cost.mp3]
relation,There is a relation between food and health.,relação,Há uma relação entre comida e saúde.,[sound:1122_relation.mp3]
like,I like to play outside after school.,gostar,Eu gosto de brincar fora depois da escola.,[sound:1123_like.mp3]
to release,They will release the movie next week.,lançar,Eles vão lançar o filme na próxima semana.,[sound:1124_to_release.mp3]
to own,I own a small blue bicycle.,possuir,Eu possuo uma bicicleta azul pequena.,[sound:1125_to_own.mp3]
bird,A colorful bird sat on the tree.,pássaro,Um pássaro colorido sentou na árvore.,[sound:1126_bird.mp3]
opinion,She shared her opinion with the class.,opinião,Ela compartilhou sua opinião com a turma.,[sound:1127_opinion.mp3]
credit,He got credit for his hard work.,crédito,Ele recebeu crédito pelo seu trabalho duro.,[sound:1128_credit.mp3]
critical,Water is critical for all living things.,essencial,A água é essencial para todos os seres vivos.,[sound:1129_critical.mp3]
corner,The cat is hiding in the corner.,canto,O gato está escondido no canto.,[sound:1130_corner.mp3]
concerned,She is concerned about her sick cat.,preocupado,Ela está preocupada com seu gato doente.,[sound:1131_concerned.mp3]
to recall,Can you recall where you put it?,lembrar,Você consegue lembrar onde colocou?,[sound:1132_to_recall.mp3]
version,I read the short version of the story.,versão,Eu li a versão curta da história.,[sound:1133_version.mp3]
to stare,It is rude to stare at people.,encarar,É rude encarar as pessoas.,[sound:1134_to_stare.mp3]
safety,Always wear a helmet for safety.,segurança,Sempre use capacete para sua segurança.,[sound:1135_safety.mp3]
effective,Exercise is effective for staying healthy.,eficaz,O exercício é eficaz para manter a saúde.,[sound:1136_effective.mp3]
neighborhood,My neighborhood has a big park.,bairro,Meu bairro tem um parque grande.,[sound:1137_neighborhood.mp3]
original,This is the original painting; not a copy.,original,Esta é a pintura original; não é uma cópia.,[sound:1138_original.mp3]
act,It was a kind act to help her.,ato,Foi um ato gentil ajudá-la.,[sound:1139_act.mp3]
troop,The troop of soldiers marched together.,tropa,A tropa de soldados marchou junta.,[sound:1140_troop.mp3]
income,His income helps pay for the house.,renda,A renda dele ajuda a pagar a casa.,[sound:1141_income.mp3]
directly,She looked directly at the teacher.,diretamente,Ela olhou diretamente para a professora.,[sound:1142_directly.mp3]
to hurt,Be careful so you do not hurt yourself.,machucar,Tenha cuidado para não se machucar.,[sound:1143_to_hurt.mp3]
species,The panda is an endangered species.,espécie,O panda é uma espécie em extinção.,[sound:1144_species.mp3]
immediately,Please come here immediately.,imediatamente,Por favor; venha aqui imediatamente.,[sound:1145_immediately.mp3]
track,The runner stayed on the track.,pista,O corredor ficou na pista.,[sound:1146_track.mp3]
basic,Reading is a basic skill for everyone.,básico,A leitura é uma habilidade básica para todos.,[sound:1147_basic.mp3]
to strike,Lightning can strike a tall tree.,atingir,O raio pode atingir uma árvore alta.,[sound:1148_to_strike.mp3]
hope,I hope you have a great day.,esperança,Eu tenho esperança de que você tenha um ótimo dia.,[sound:1149_hope.mp3]
sky,The sky is bright and blue today.,céu,O céu está claro e azul hoje.,[sound:1150_sky.mp3]
freedom,Every person deserves to have freedom.,liberdade,Toda pessoa merece ter liberdade.,[sound:1151_freedom.mp3]
absolutely,This is absolutely amazing!,absolutamente,Isso é absolutamente incrível!,[sound:1152_absolutely.mp3]
plane,The plane flies in the sky.,avião,O avião voa no céu.,[sound:1153_plane.mp3]
nobody,Nobody is in the room.,ninguém,Ninguém está na sala.,[sound:1154_nobody.mp3]
to achieve,I want to achieve my goal.,alcançar,Eu quero alcançar meu objetivo.,[sound:1155_to_achieve.mp3]
object,What is that object on the table?,objeto,O que é aquele objeto na mesa?,[sound:1156_object.mp3]
attitude,She has a great attitude at school.,atitude,Ela tem uma ótima atitude na escola.,[sound:1157_attitude.mp3]
labor,Labor Day is a holiday.,trabalho,O Dia do Trabalho é feriado.,[sound:1158_labor.mp3]
to refer,Please refer to your book.,consultar,Por favor consulte o seu livro.,[sound:1159_to_refer.mp3]
concept,That is a simple concept to learn.,conceito,Esse é um conceito simples de aprender.,[sound:1160_concept.mp3]
client,The client is waiting outside.,cliente,O cliente está esperando lá fora.,[sound:1161_client.mp3]
powerful,The lion is a powerful animal.,poderoso,O leão é um animal poderoso.,[sound:1162_powerful.mp3]
perfect,Her answer was perfect.,perfeito,A resposta dela foi perfeita.,[sound:1163_perfect.mp3]
nine,I have nine colored pencils.,nove,Eu tenho nove lápis coloridos.,[sound:1164_nine.mp3]
therefore,It rained; therefore the ground is wet.,portanto,Choveu; portanto o chão está molhado.,[sound:1165_therefore.mp3]
to conduct,She will conduct the school band.,conduzir,Ela vai conduzir a banda da escola.,[sound:1166_to_conduct.mp3]
to announce,He will announce the winner today.,anunciar,Ele vai anunciar o vencedor hoje.,[sound:1167_to_announce.mp3]
conversation,We had a fun conversation at lunch.,conversa,Tivemos uma conversa divertida no almoço.,[sound:1168_conversation.mp3]
to examine,The doctor will examine the patient.,examinar,O médico vai examinar o paciente.,[sound:1169_to_examine.mp3]
to touch,Please do not touch the painting.,tocar,Por favor não toque na pintura.,[sound:1170_to_touch.mp3]
please,Please open the window.,por favor,Por favor abra a janela.,[sound:1171_please.mp3]
to attend,I will attend the class tomorrow.,comparecer,Eu vou comparecer à aula amanhã.,[sound:1172_to_attend.mp3]
completely,The glass is completely full.,completamente,O copo está completamente cheio.,[sound:1173_completely.mp3]
to vote,You can vote when you are older.,votar,Você pode votar quando for mais velho.,[sound:1174_to_vote.mp3]
variety,There is a variety of fruits here.,variedade,Há uma variedade de frutas aqui.,[sound:1175_variety.mp3]
to sleep,I sleep eight hours every night.,dormir,Eu durmo oito horas toda noite.,[sound:1176_to_sleep.mp3]
turn,It is your turn to play.,vez,É a sua vez de jogar.,[sound:1177_turn.mp3]
involved,He was involved in the project.,envolvido,Ele estava envolvido no projeto.,[sound:1178_involved.mp3]
investigation,The police started an investigation.,investigação,A polícia iniciou uma investigação.,[sound:1179_investigation.mp3]
nuclear,The sun produces nuclear energy.,nuclear,O sol produz energia nuclear.,[sound:1180_nuclear.mp3]
researcher,The researcher studied ocean animals.,pesquisador,O pesquisador estudou animais do oceano.,[sound:1181_researcher.mp3]
press,Press the button to open the door.,pressionar,Pressione o botão para abrir a porta.,[sound:1182_press.mp3]
conflict,They resolved the conflict peacefully.,conflito,Eles resolveram o conflito pacificamente.,[sound:1183_conflict.mp3]
spirit,Our team has a great team spirit.,espírito,Nossa equipe tem um grande espírito de equipe.,[sound:1184_spirit.mp3]
to experience,I want to experience new things.,experienciar,Eu quero experienciar coisas novas.,[sound:1185_to_experience.mp3]
to replace,We need to replace the broken chair.,substituir,Nós precisamos substituir a cadeira quebrada.,[sound:1186_to_replace.mp3]
British,The British flag is red and blue.,britânico,A bandeira britânica é vermelha e azul.,[sound:1187_british.mp3]
to encourage,Teachers encourage students to read.,encorajar,Professores encorajam os alunos a ler.,[sound:1188_to_encourage.mp3]
argument,They had an argument about the game.,discussão,Eles tiveram uma discussão sobre o jogo.,[sound:1189_argument.mp3]
by,The cat is sitting by the door.,perto de,O gato está sentado perto da porta.,[sound:1190_by.mp3]
once,I visited London once last year.,uma vez,Eu visitei Londres uma vez no ano passado.,[sound:1191_once.mp3]
camp,We stayed in a camp in the forest.,acampamento,Ficamos em um acampamento na floresta.,[sound:1192_camp.mp3]
brain,The brain controls our whole body.,cérebro,O cérebro controla todo o nosso corpo.,[sound:1193_brain.mp3]
feature,The best feature of this phone is the camera.,característica,A melhor característica desse celular é a câmera.,[sound:1194_feature.mp3]
afternoon,We played soccer in the afternoon.,tarde,Nós jogamos futebol de tarde.,[sound:1195_afternoon.mp3]
AM,School starts at 8 AM every day.,manhã,A escola começa às 8 da manhã todo dia.,[sound:1196_am.mp3]
weekend,I love playing games on the weekend.,fim de semana,Eu adoro jogar jogos no fim de semana.,[sound:1197_weekend.mp3]
dozen,Mom bought a dozen eggs at the store.,dúzia,Mamãe comprou uma dúzia de ovos na loja.,[sound:1198_dozen.mp3]
possibility,There is a possibility of rain today.,possibilidade,Há uma possibilidade de chuva hoje.,[sound:1199_possibility.mp3]
along,Walk along the path to the park.,ao longo de,Caminhe ao longo do caminho até o parque.,[sound:1200_along.mp3]
insurance,My dad has car insurance.,seguro,Meu pai tem seguro de carro.,[sound:1201_insurance.mp3]
department,The science department is very big.,departamento,O departamento de ciências é muito grande.,[sound:1202_department.mp3]
battle,The soldiers fought a long battle.,batalha,Os soldados lutaram uma longa batalha.,[sound:1203_battle.mp3]
beginning,The beginning of the story is fun.,começo,O começo da história é divertido.,[sound:1204_beginning.mp3]
date,Today's date is important to remember.,data,A data de hoje é importante de lembrar.,[sound:1205_date.mp3]
generally,I generally wake up early.,geralmente,Eu geralmente acordo cedo.,[sound:1206_generally.mp3]
African,The African elephant is very large.,africano,O elefante africano é muito grande.,[sound:1207_african.mp3]
very,This cake is very delicious.,muito,Este bolo é muito delicioso.,[sound:1208_very.mp3]
sorry,I am sorry for my mistake.,desculpa,Eu peço desculpa pelo meu erro.,[sound:1209_sorry.mp3]
crisis,The city had a big water crisis.,crise,A cidade teve uma grande crise de água.,[sound:1210_crisis.mp3]
to complete,I need to complete my homework today.,completar,Eu preciso completar meu dever de casa hoje.,[sound:1211_to_complete.mp3]
fan,She is a big fan of music.,fã,Ela é uma grande fã de música.,[sound:1212_fan.mp3]
to stick,Please stick the paper on the wall.,grudar,Por favor grudar o papel na parede.,[sound:1213_to_stick.mp3]
to define,Can you define this word for me?,definir,Você pode definir esta palavra para mim?,[sound:1214_to_define.mp3]
easily,She can easily solve this problem.,facilmente,Ela pode facilmente resolver este problema.,[sound:1215_easily.mp3]
through,The cat walked through the door.,através,O gato caminhou através da porta.,[sound:1216_through.mp3]
hole,There is a hole in my sock.,buraco,Há um buraco na minha meia.,[sound:1217_hole.mp3]
element,Water is an important element of life.,elemento,A água é um elemento importante da vida.,[sound:1218_element.mp3]
vision,The doctor checked my vision today.,visão,O médico verificou minha visão hoje.,[sound:1219_vision.mp3]
status,What is the status of your project?,status,Qual é o status do seu projeto?,[sound:1220_status.mp3]
normal,It is normal to feel a little nervous.,normal,É normal sentir um pouco de nervosismo.,[sound:1221_normal.mp3]
Chinese,I love eating Chinese food.,chinês,Eu amo comer comida chinesa.,[sound:1222_chinese.mp3]
ship,The big ship crossed the ocean.,navio,O grande navio cruzou o oceano.,[sound:1223_ship.mp3]
solution,She found a solution to the problem.,solução,Ela encontrou uma solução para o problema.,[sound:1224_solution.mp3]
stone,He threw a stone into the river.,pedra,Ele jogou uma pedra no rio.,[sound:1225_stone.mp3]
slowly,The turtle walks very slowly.,devagar,A tartaruga caminha muito devagar.,[sound:1226_slowly.mp3]
scale,We used a scale to weigh the fruit.,balança,Nós usamos uma balança para pesar a fruta.,[sound:1227_scale.mp3]
bit,I eat just a little bit of sugar.,pouquinho,Eu como apenas um pouquinho de açúcar.,[sound:1228_bit.mp3]
university,My sister studies at a big university.,universidade,Minha irmã estuda em uma grande universidade.,[sound:1229_university.mp3]
to introduce,Let me introduce my best friend.,apresentar,Deixa eu apresentar meu melhor amigo.,[sound:1230_to_introduce.mp3]
driver,The bus driver is very friendly.,motorista,O motorista do ônibus é muito simpático.,[sound:1231_driver.mp3]
attempt,He made an attempt to climb the tree.,tentativa,Ele fez uma tentativa de subir na árvore.,[sound:1232_attempt.mp3]
park,We played football in the park.,parque,Nós jogamos futebol no parque.,[sound:1233_park.mp3]
spot,I found a nice spot to sit.,lugar,Eu encontrei um lugar agradável para sentar.,[sound:1234_spot.mp3]
lack,There is a lack of water in the city.,falta,Há uma falta de água na cidade.,[sound:1235_lack.mp3]
ice,She put ice in her cold drink.,gelo,Ela colocou gelo na sua bebida fria.,[sound:1236_ice.mp3]
boat,We took a boat ride on the river.,barco,Nós fizemos um passeio de barco no rio.,[sound:1237_boat.mp3]
to drink,I like to drink orange juice.,beber,Eu gosto de beber suco de laranja.,[sound:1238_to_drink.mp3]
sun,The sun is very bright today.,sol,O sol está muito brilhante hoje.,[sound:1239_sun.mp3]
front,Please sit in the front row.,frente,Por favor sente na frente da fila.,[sound:1240_front.mp3]
distance,The school is a short distance away.,distância,A escola fica a uma curta distância.,[sound:1241_distance.mp3]
wood,The table is made of wood.,madeira,A mesa é feita de madeira.,[sound:1242_wood.mp3]
to handle,She knows how to handle the situation.,lidar,Ela sabe como lidar com a situação.,[sound:1243_to_handle.mp3]
truck,The big truck carried heavy boxes.,caminhão,O grande caminhão carregou caixas pesadas.,[sound:1244_truck.mp3]
return,I will return home after school.,voltar,Eu vou voltar para casa depois da escola.,[sound:1245_return.mp3]
mountain,We hiked up the tall mountain.,montanha,Nós subimos a montanha alta.,[sound:1246_mountain.mp3]
survey,The teacher gave us a short survey.,pesquisa,A professora nos deu uma pesquisa curta.,[sound:1247_survey.mp3]
supposed,You are supposed to be in class.,suposto,Você é suposto estar na aula.,[sound:1248_supposed.mp3]
tradition,Eating turkey is a holiday tradition.,tradição,Comer peru é uma tradição de feriado.,[sound:1249_tradition.mp3]
winter,It is very cold during winter.,inverno,Está muito frio durante o inverno.,[sound:1250_winter.mp3]
village,My grandma lives in a small village.,aldeia,Minha avó mora em uma pequena aldeia.,[sound:1251_village.mp3]
Soviet,The Soviet flag was red and gold.,Soviético,A bandeira Soviética era vermelha e dourada.,[sound:1252_soviet.mp3]
to refuse,She will refuse to eat the food.,recusar,Ela vai recusar de comer a comida.,[sound:1253_to_refuse.mp3]
sales,The store has big sales today.,vendas,A loja tem grandes vendas hoje.,[sound:1254_sales.mp3]
to roll,The ball will roll down the hill.,rolar,A bola vai rolar morro abaixo.,[sound:1255_to_roll.mp3]
communication,Good communication helps us understand each other.,comunicação,Boa comunicação nos ajuda a entender uns aos outros.,[sound:1256_communication.mp3]
run,I like to run in the park.,correr,Eu gosto de correr no parque.,[sound:1257_run.mp3]
screen,The screen on my phone is broken.,tela,A tela do meu celular está quebrada.,[sound:1258_screen.mp3]
to gain,She wants to gain more knowledge.,ganhar,Ela quer ganhar mais conhecimento.,[sound:1259_to_gain.mp3]
resident,The resident lives on this street.,morador,O morador vive nesta rua.,[sound:1260_resident.mp3]
to hide,The cat likes to hide under the bed.,esconder,O gato gosta de se esconder embaixo da cama.,[sound:1261_to_hide.mp3]
gold,The ring is made of gold.,ouro,O anel é feito de ouro.,[sound:1262_gold.mp3]
club,She joined the reading club at school.,clube,Ela entrou no clube de leitura na escola.,[sound:1263_club.mp3]
future,I want to be a doctor in the future.,futuro,Eu quero ser médico no futuro.,[sound:1264_future.mp3]
farm,The farm has many cows and chickens.,fazenda,A fazenda tem muitas vacas e galinhas.,[sound:1265_farm.mp3]
potential,This student has great potential.,potencial,Este estudante tem grande potencial.,[sound:1266_potential.mp3]
increase,We need to increase our water intake.,aumentar,Precisamos aumentar nossa ingestão de água.,[sound:1267_increase.mp3]
middle,She sits in the middle of the classroom.,meio,Ela senta no meio da sala de aula.,[sound:1268_middle.mp3]
European,Paris is a famous European city.,europeu,Paris é uma famosa cidade europeia.,[sound:1269_european.mp3]
presence,His presence made everyone feel happy.,presença,A presença dele fez todos se sentirem felizes.,[sound:1270_presence.mp3]
independent,She is an independent and brave girl.,independente,Ela é uma menina independente e corajosa.,[sound:1271_independent.mp3]
district,Our district has a great new school.,distrito,Nosso distrito tem uma ótima escola nova.,[sound:1272_district.mp3]
shape,The cookie is in the shape of a star.,forma,O biscoito tem a forma de uma estrela.,[sound:1273_shape.mp3]
reader,He is a fast reader of books.,leitor,Ele é um leitor rápido de livros.,[sound:1274_reader.mp3]
Ms,Ms. Silva is our English teacher.,Sra.,A Sra. Silva é nossa professora de inglês.,[sound:1275_ms.mp3]
contract,The player signed a new contract.,contrato,O jogador assinou um novo contrato.,[sound:1276_contract.mp3]
crowd,A big crowd watched the game.,multidão,Uma grande multidão assistiu ao jogo.,[sound:1277_crowd.mp3]
Christian,She is a Christian and goes to church.,cristão,Ela é cristã e vai à igreja.,[sound:1278_christian.mp3]
to express,He uses art to express his feelings.,expressar,Ele usa arte para expressar seus sentimentos.,[sound:1279_to_express.mp3]
apartment,My family lives in a small apartment.,apartamento,Minha família vive em um apartamento pequeno.,[sound:1280_apartment.mp3]
willing,I am willing to help you study.,disposto,Estou disposto a ajudar você a estudar.,[sound:1281_willing.mp3]
strength,Exercise gives your body more strength.,força,O exercício dá mais força ao seu corpo.,[sound:1282_strength.mp3]
previous,The previous lesson was about animals.,anterior,A aula anterior foi sobre animais.,[sound:1283_previous.mp3]
band,The band played music at the party.,banda,A banda tocou música na festa.,[sound:1284_band.mp3]
obviously,She is obviously very happy today.,obviamente,Ela está obviamente muito feliz hoje.,[sound:1285_obviously.mp3]
horse,The horse ran fast across the field.,cavalo,O cavalo correu rápido pelo campo.,[sound:1286_horse.mp3]
interested,I am interested in learning science.,interessado,Estou interessado em aprender ciências.,[sound:1287_interested.mp3]
target,His target was to score ten points.,alvo,O alvo dele era marcar dez pontos.,[sound:1288_target.mp3]
prison,The guard works at the prison.,prisão,O guarda trabalha na prisão.,[sound:1289_prison.mp3]
to ride,I love to ride my bicycle.,andar,Eu adoro andar de bicicleta.,[sound:1290_to_ride.mp3]
guard,The guard stopped us at the door.,guarda,O guarda nos parou na porta.,[sound:1291_guard.mp3]
terms,We agreed on the terms of the game.,termos,Concordamos com os termos do jogo.,[sound:1292_terms.mp3]
demand,There is a big demand for new books.,demanda,Há uma grande demanda por livros novos.,[sound:1293_demand.mp3]
reporter,The reporter asked many questions.,repórter,O repórter fez muitas perguntas.,[sound:1294_reporter.mp3]
to deliver,He will deliver the package tomorrow.,entregar,Ele vai entregar o pacote amanhã.,[sound:1295_to_deliver.mp3]
text,Please read the text on page five.,texto,Por favor leia o texto na página cinco.,[sound:1296_text.mp3]
share,Always share your food with friends.,compartilhar,Sempre compartilhe sua comida com os amigos.,[sound:1297_share.mp3]
tool,A hammer is a useful tool.,ferramenta,Um martelo é uma ferramenta útil.,[sound:1298_tool.mp3]
wild,The wild animals live in the forest.,selvagem,Os animais selvagens vivem na floresta.,[sound:1299_wild.mp3]
vehicle,A car is a common vehicle.,veículo,Um carro é um veículo comum.,[sound:1300_vehicle.mp3]
to observe,We will observe the stars tonight.,observar,Vamos observar as estrelas esta noite.,[sound:1301_to_observe.mp3]
flight,The flight to London was long.,voo,O voo para Londres foi longo.,[sound:1302_flight.mp3]
