"to accept"|"She finally accepted the job offer."|"aceitar(verbo)"|"Ela finalmente aceitou a oferta de emprego."
"to access"|"I can't access my email from this computer."|"acessar(verbo)"|"Não consigo acessar meu e-mail neste computador."
"to accommodate"|"The hotel can accommodate up to 200 guests."|"acomodar(verbo)"|"O hotel consegue acomodar até 200 hóspedes."
"to accompany"|"She asked me to accompany her to the doctor."|"acompanhar(verbo)"|"Ela me pediu para acompanhá-la ao médico."
"to accomplish"|"He accomplished everything on his to-do list."|"realizar/concluir(verbo)"|"Ele concluiu tudo na sua lista de tarefas."
"to account"|"How do you account for the missing money?"|"explicar/justificar(verbo)"|"Como você explica o dinheiro que sumiu?"
"to accuse"|"She accused him of lying to her."|"acusar(verbo)"|"Ela o acusou de ter mentido para ela."
"to achieve"|"She worked hard to achieve her goals."|"alcançar/conquistar(verbo)"|"Ela trabalhou duro para alcançar seus objetivos."
"to acknowledge"|"He acknowledged that he had made a mistake."|"reconhecer/admitir(verbo)"|"Ele reconheceu que tinha cometido um erro."
"to acquire"|"They acquired a new company last year."|"adquirir(verbo)"|"Eles adquiriram uma nova empresa no ano passado."
"to act"|"You need to act fast before it's too late."|"agir(verbo)"|"Você precisa agir rápido antes que seja tarde demais."
"to adapt"|"It took me a while to adapt to the new schedule."|"se adaptar(verbo)"|"Demorei um tempo para me adaptar ao novo horário."
"to add"|"Can you add some salt to the soup?"|"adicionar(verbo)"|"Você pode adicionar um pouco de sal na sopa?"
"to address"|"We need to address this problem right away."|"tratar de/lidar com(verbo)"|"Precisamos lidar com esse problema imediatamente."
"to adjust"|"I had to adjust the seat before driving."|"ajustar(verbo)"|"Tive que ajustar o assento antes de dirigir."
"to administer"|"The nurse administered the medication carefully."|"administrar/aplicar(verbo)"|"A enfermeira aplicou o medicamento com cuidado."
"to admire"|"I really admire her patience with the kids."|"admirar(verbo)"|"Eu realmente admiro a paciência dela com as crianças."
"to admit"|"He finally admitted that he was wrong."|"admitir(verbo)"|"Ele finalmente admitiu que estava errado."
"to adopt"|"They decided to adopt a child."|"adotar(verbo)"|"Eles decidiram adotar uma criança."
"to advance"|"The army advanced toward the city."|"avançar(verbo)"|"O exército avançou em direção à cidade."
"to advise"|"My doctor advised me to rest for a week."|"aconselhar(verbo)"|"Meu médico me aconselhou a descansar por uma semana."
"to advocate"|"She advocates for better public schools."|"defender/apoiar(verbo)"|"Ela defende melhores escolas públicas."
"to affect"|"The cold weather affected his health."|"afetar(verbo)"|"O tempo frio afetou a saúde dele."
"to afford"|"I can't afford a new car right now."|"ter condições de/poder pagar(verbo)"|"Não tenho condições de comprar um carro novo agora."
"to age"|"He has aged a lot since I last saw him."|"envelhecer(verbo)"|"Ele envelheceu muito desde a última vez que o vi."
"to agree"|"We all agreed to meet at seven."|"concordar(verbo)"|"Todos concordamos em nos encontrar às sete."
"to aid"|"The organization aids families in need."|"ajudar/auxiliar(verbo)"|"A organização auxilia famílias necessitadas."
"to aim"|"She aimed the camera at the sunset."|"apontar/mirar(verbo)"|"Ela apontou a câmera para o pôr do sol."
"to allow"|"My parents don't allow me to stay out late."|"permitir/deixar(verbo)"|"Meus pais não me deixam ficar fora até tarde."
"to alter"|"The tailor altered the dress to fit her better."|"alterar/modificar(verbo)"|"O alfaiate alterou o vestido para caber melhor nela."
"to analyze"|"We need to analyze the results carefully."|"analisar(verbo)"|"Precisamos analisar os resultados com cuidado."
"to announce"|"The principal announced a school holiday."|"anunciar(verbo)"|"O diretor anunciou um feriado escolar."
"to answer"|"Please answer the question honestly."|"responder(verbo)"|"Por favor, responda à pergunta com sinceridade."
"to anticipate"|"I didn't anticipate how hard the test would be."|"antecipar/prever(verbo)"|"Eu não previ o quanto a prova seria difícil."
"to apologize"|"He apologized for being late."|"pedir desculpas(verbo)"|"Ele pediu desculpas por ter chegado atrasado."
"to appeal"|"The decision didn't appeal to everyone on the team."|"agradar/fazer apelo(verbo)"|"A decisão não agradou a todos no time."
"to appear"|"She appeared nervous before the presentation."|"parecer/aparecer(verbo)"|"Ela pareceu nervosa antes da apresentação."
"to apply"|"I applied for three jobs this week."|"se candidatar/aplicar(verbo)"|"Me candidatei a três empregos essa semana."
"to appoint"|"The board appointed a new director."|"nomear(verbo)"|"O conselho nomeou um novo diretor."
"to appreciate"|"I really appreciate everything you've done for me."|"agradecer/valorizar(verbo)"|"Eu realmente valorizo tudo que você fez por mim."
"to approach"|"A stranger approached me on the street."|"se aproximar(verbo)"|"Um estranho se aproximou de mim na rua."
"to approve"|"My boss approved my vacation request."|"aprovar(verbo)"|"Meu chefe aprovou meu pedido de férias."
"to argue"|"They always argue about money."|"discutir/brigar(verbo)"|"Eles sempre brigam por causa de dinheiro."
"to arise"|"A problem arose during the meeting."|"surgir(verbo)"|"Um problema surgiu durante a reunião."
"to arm"|"The guard was armed with a rifle."|"armar(verbo)"|"O guarda estava armado com um rifle."
"to arrange"|"Can you arrange a meeting for Monday?"|"organizar/agendar(verbo)"|"Você consegue organizar uma reunião para segunda-feira?"
"to arrest"|"The police arrested the suspect downtown."|"prender/deter(verbo)"|"A polícia prendeu o suspeito no centro da cidade."
"to arrive"|"They arrived at the airport two hours early."|"chegar(verbo)"|"Eles chegaram ao aeroporto duas horas antes."
"to articulate"|"She articulated her ideas very clearly."|"articular/expressar(verbo)"|"Ela expressou suas ideias com muita clareza."
"to ask"|"Don't be afraid to ask for help."|"pedir/perguntar(verbo)"|"Não tenha medo de pedir ajuda."
"to assemble"|"It took an hour to assemble the furniture."|"montar/reunir(verbo)"|"Levou uma hora para montar o móvel."
"to assert"|"She asserted her right to speak."|"afirmar/reivindicar(verbo)"|"Ela afirmou seu direito de falar."
"to assess"|"The doctor assessed his condition carefully."|"avaliar(verbo)"|"O médico avaliou a condição dele com cuidado."
"to assign"|"The teacher assigned three pages of homework."|"atribuir/designar(verbo)"|"A professora passou três páginas de lição de casa."
"to assist"|"Can you assist me with these bags?"|"ajudar/auxiliar(verbo)"|"Você pode me ajudar com essas sacolas?"
"to associate"|"I associate that smell with my grandmother's house."|"associar(verbo)"|"Eu associo aquele cheiro à casa da minha avó."
"to assume"|"Don't assume she already knows the news."|"presumir/supor(verbo)"|"Não presuma que ela já sabe a notícia."
"to assure"|"He assured me everything would be fine."|"garantir/assegurar(verbo)"|"Ele me garantiu que tudo ficaria bem."
"to attach"|"Please attach the file before sending the email."|"anexar/prender(verbo)"|"Por favor, anexe o arquivo antes de enviar o e-mail."
"to attack"|"The dog attacked the mailman."|"atacar(verbo)"|"O cachorro atacou o carteiro."
"to attempt"|"She attempted the exam even without studying."|"tentar/fazer uma tentativa(verbo)"|"Ela tentou fazer a prova mesmo sem estudar."
"to attend"|"All students must attend class on Friday."|"comparecer/assistir(verbo)"|"Todos os alunos devem comparecer à aula na sexta."
"to attract"|"Flowers attract bees."|"atrair(verbo)"|"Flores atraem abelhas."
"to attribute"|"He attributed his success to hard work."|"atribuir(verbo)"|"Ele atribuiu seu sucesso ao trabalho duro."
"to authorize"|"Only the manager can authorize that payment."|"autorizar(verbo)"|"Somente o gerente pode autorizar esse pagamento."
"to average"|"She averages eight hours of sleep a night."|"ter em média(verbo)"|"Ela dorme em média oito horas por noite."
"to avoid"|"He avoids sugar as much as possible."|"evitar(verbo)"|"Ele evita açúcar ao máximo."
"to await"|"We are awaiting your response."|"aguardar/esperar(verbo)"|"Estamos aguardando sua resposta."
"to award"|"They awarded her first place in the competition."|"conceder/premiar(verbo)"|"Eles concederam a ela o primeiro lugar na competição."
"to back"|"I'll back you up no matter what."|"apoiar(verbo)"|"Vou te apoiar não importa o quê."
"to bake"|"She bakes bread every Sunday morning."|"assar(verbo)"|"Ela assa pão toda manhã de domingo."
"to balance"|"He balanced the plate on one finger."|"equilibrar(verbo)"|"Ele equilibrou o prato em um dedo."
"to ban"|"The school banned cell phones in the classroom."|"proibir/banir(verbo)"|"A escola proibiu celulares na sala de aula."
"to base"|"The movie is based on a true story."|"basear(verbo)"|"O filme é baseado em uma história real."
"to battle"|"She has been battling cancer for two years."|"lutar contra/batalhar(verbo)"|"Ela está lutando contra o câncer há dois anos."
"to be"|"She is very tired today."|"ser/estar(verbo)"|"Ela está muito cansada hoje."
"to be born"|"He was born in São Paulo."|"nascer(verbo)"|"Ele nasceu em São Paulo."
"to bear"|"I can't bear the cold anymore."|"suportar/aguentar(verbo)"|"Não consigo mais aguentar o frio."
"to beat"|"Our team beat them by two points."|"vencer/bater(verbo)"|"Nosso time venceu eles por dois pontos."
"to become"|"She became a doctor at twenty-six."|"tornar-se/virar(verbo)"|"Ela se tornou médica aos vinte e seis anos."
"to beg"|"He begged her not to leave."|"implorar/suplicar(verbo)"|"Ele implorou para ela não ir embora."
"to begin"|"The movie begins at eight."|"começar/iniciar(verbo)"|"O filme começa às oito."
"to behave"|"Please behave yourself at the dinner table."|"comportar-se(verbo)"|"Por favor, comporte-se à mesa do jantar."
"to believe"|"I believe you're telling the truth."|"acreditar(verbo)"|"Eu acredito que você está dizendo a verdade."
"to belong"|"This jacket belongs to my brother."|"pertencer(verbo)"|"Essa jaqueta pertence ao meu irmão."
"to bend"|"Bend your knees when you lift something heavy."|"dobrar/flexionar(verbo)"|"Dobre os joelhos quando for levantar algo pesado."
"to benefit"|"Regular exercise benefits your entire body."|"beneficiar(verbo)"|"Exercício regular beneficia o corpo inteiro."
"to bet"|"I bet he forgot about the meeting."|"apostar(verbo)"|"Aposto que ele esqueceu da reunião."
"to bind"|"The contract binds both parties."|"vincular/obrigar(verbo)"|"O contrato vincula ambas as partes."
"to bite"|"Be careful — that dog bites."|"morder(verbo)"|"Cuidado — aquele cachorro morde."
"to blame"|"Don't blame yourself for what happened."|"culpar(verbo)"|"Não se culpe pelo que aconteceu."
"to blend"|"Blend the ingredients until smooth."|"misturar/bater(verbo)"|"Misture os ingredientes até ficar homogêneo."
"to bless"|"She blessed her children before they left."|"abençoar(verbo)"|"Ela abençoou os filhos antes de eles saírem."
"to blink"|"He blinked when the light hit his eyes."|"piscar(verbo)"|"Ele piscou quando a luz bateu nos olhos dele."
"to block"|"A truck was blocking the road."|"bloquear/obstruir(verbo)"|"Um caminhão estava bloqueando a estrada."
"to blow"|"The wind blew my hat off."|"soprar/assoprar(verbo)"|"O vento levou meu chapéu."
"to boast"|"He always boasts about his grades."|"se gabar(verbo)"|"Ele sempre se gaba das notas."
"to boil"|"Boil the water before adding the pasta."|"ferver(verbo)"|"Ferva a água antes de adicionar o macarrão."
"to bomb"|"The building was bombed during the war."|"bombardear(verbo)"|"O prédio foi bombardeado durante a guerra."
"to boost"|"A good breakfast boosts your energy in the morning."|"aumentar/impulsionar(verbo)"|"Um bom café da manhã aumenta sua energia de manhã."
"to borrow"|"Can I borrow your charger for a minute?"|"pedir emprestado(verbo)"|"Posso pegar seu carregador emprestado por um minuto?"
"to bother"|"Stop bothering me while I'm working."|"incomodar(verbo)"|"Para de me incomodar enquanto estou trabalhando."
"to bounce"|"The ball bounced off the wall."|"quicar(verbo)"|"A bola quicou na parede."
"to bow"|"The actor bowed after the show."|"fazer uma reverência(verbo)"|"O ator fez uma reverência após o show."
"to break"|"I broke my phone yesterday."|"quebrar(verbo)"|"Eu quebrei meu celular ontem."
"to breathe"|"Breathe slowly and relax."|"respirar(verbo)"|"Respire devagar e relaxe."
"to bring"|"Can you bring me a glass of water?"|"trazer(verbo)"|"Você pode me trazer um copo d'água?"
"to broadcast"|"The game was broadcast live on TV."|"transmitir(verbo)"|"O jogo foi transmitido ao vivo na TV."
"to brush"|"I brush my teeth twice a day."|"escovar(verbo)"|"Eu escovo os dentes duas vezes por dia."
"to build"|"They're building a new school nearby."|"construir(verbo)"|"Eles estão construindo uma escola nova perto daqui."
"to burn"|"I burned the toast this morning."|"queimar(verbo)"|"Eu queimei a torrada esta manhã."
"to burst"|"The pipe burst during the night."|"estourar(verbo)"|"O cano estourou durante a noite."
"to bury"|"We buried the dog in the backyard."|"enterrar(verbo)"|"Nós enterramos o cachorro no quintal."
"to buy"|"I need to buy more coffee."|"comprar(verbo)"|"Eu preciso comprar mais café."
"to calculate"|"She calculated the total in her head."|"calcular(verbo)"|"Ela calculou o total de cabeça."
"to call"|"I'll call you when I get home."|"ligar(verbo)"|"Eu te ligo quando chegar em casa."
"to calm"|"He tried to calm the crying baby."|"acalmar(verbo)"|"Ele tentou acalmar o bebê chorando."
"to cancel"|"They canceled the meeting at the last minute."|"cancelar(verbo)"|"Eles cancelaram a reunião de última hora."
"to capture"|"The photo captured a beautiful moment."|"capturar(verbo)"|"A foto capturou um momento lindo."
"to care"|"She really cares about her students."|"se importar(verbo)"|"Ela realmente se importa com os alunos dela."
"to carry"|"Can you carry this box for me?"|"carregar(verbo)"|"Você pode carregar essa caixa pra mim?"
"to carve"|"He carved his name into the tree."|"entalhar(verbo)"|"Ele entalhado o nome dele na árvore."
"to cast"|"The director cast a new actor in the role."|"escalar(verbo)"|"O diretor escalou um novo ator para o papel."
"to catch"|"I caught the ball with one hand."|"pegar(verbo)"|"Eu peguei a bola com uma mão."
"to cause"|"The storm caused a lot of damage."|"causar(verbo)"|"A tempestade causou muito estrago."
"to cease"|"The noise finally ceased after midnight."|"cessar(verbo)"|"O barulho finalmente cessou depois da meia-noite."
"to celebrate"|"We celebrated her birthday at a restaurant."|"comemorar(verbo)"|"Nós comemoramos o aniversário dela em um restaurante."
"to challenge"|"She challenged her friend to a race."|"desafiar(verbo)"|"Ela desafiou a amiga para uma corrida."
"to change"|"I need to change my password."|"mudar(verbo)"|"Eu preciso mudar minha senha."
"to characterize"|"How would you characterize his leadership style?"|"caracterizar(verbo)"|"Como você caracterizaria o estilo de liderança dele?"
"to charge"|"I forgot to charge my phone last night."|"carregar(verbo)"|"Eu esqueci de carregar meu celular ontem à noite."
"to chase"|"The dog chased the cat around the yard."|"perseguir(verbo)"|"O cachorro perseguiu o gato pelo quintal."
"to cheat"|"He cheated on the exam and got caught."|"colar(verbo)"|"Ele colou na prova e foi pego."
"to check"|"Check your email before the meeting."|"verificar(verbo)"|"Verifique seu e-mail antes da reunião."
"to cheer"|"The crowd cheered when the team scored."|"torcer(verbo)"|"A torcida vibrou quando o time fez o gol."
"to chew"|"Chew your food before swallowing."|"mastigar(verbo)"|"Mastigue a comida antes de engolir."
"to choose"|"You can choose any seat you want."|"escolher(verbo)"|"Você pode escolher qualquer assento que quiser."
"to chop"|"She chopped the onions for the soup."|"picar(verbo)"|"Ela picou as cebolas para a sopa."
"to circle"|"Circle the correct answer on the test."|"circular(verbo)"|"Circule a resposta correta na prova."
"to cite"|"The lawyer cited three important cases."|"citar(verbo)"|"O advogado citou três casos importantes."
"to claim"|"He claimed he had never been there before."|"afirmar(verbo)"|"Ele afirmou que nunca tinha estado lá antes."
"to classify"|"The teacher asked us to classify the animals."|"classificar(verbo)"|"A professora pediu para classificarmos os animais."
"to clean"|"I clean my room every Saturday."|"limpar(verbo)"|"Eu limpo meu quarto todo sábado."
"to clear"|"Can you clear the table after dinner?"|"limpar(verbo)"|"Você pode limpar a mesa depois do jantar?"
"to click"|"Click the button to confirm your order."|"clicar(verbo)"|"Clique no botão para confirmar seu pedido."
"to climb"|"The kids love to climb trees."|"escalar(verbo)"|"As crianças adoram escalar árvores."
"to cling"|"She clung to her mother at the airport."|"se agarrar(verbo)"|"Ela se agarrou à mãe no aeroporto."
"to close"|"Please close the door behind you."|"fechar(verbo)"|"Por favor, feche a porta ao sair."
"to coach"|"He coaches a youth soccer team on weekends."|"treinar(verbo)"|"Ele treina um time de futebol juvenil nos fins de semana."
"to collapse"|"The old building collapsed during the earthquake."|"desabar(verbo)"|"O prédio antigo desabou durante o terremoto."
"to collect"|"She collects vintage postcards from around the world."|"colecionar(verbo)"|"Ela coleciona cartões-postais antigos de todo o mundo."
"to color"|"She colored her hair red last week."|"colorir(verbo)"|"Ela coloriu o cabelo de vermelho semana passada."
"to combine"|"Combine the flour and sugar in a bowl."|"combinar(verbo)"|"Combine a farinha e o açúcar numa tigela."
"to come"|"Come here, please."|"vir(verbo)"|"Vem aqui, por favor."
"to command"|"The general commanded his troops to advance."|"comandar(verbo)"|"O general comandou suas tropas para avançar."
"to comment"|"She commented on my post right away."|"comentar(verbo)"|"Ela comentou na minha postagem na hora."
"to commit"|"He committed to finishing the project on time."|"comprometer-se(verbo)"|"Ele se comprometeu a terminar o projeto no prazo."
"to communicate"|"It's important to communicate clearly at work."|"comunicar(verbo)"|"É importante se comunicar claramente no trabalho."
"to compare"|"Don't compare yourself to others."|"comparar(verbo)"|"Não se compare com os outros."
"to compel"|"The rain compelled us to cancel the picnic."|"obrigar(verbo)"|"A chuva nos obrigou a cancelar o piquenique."
"to compete"|"She competes in swimming tournaments every summer."|"competir(verbo)"|"Ela compete em torneios de natação todo verão."
"to complain"|"He always complains about the food."|"reclamar(verbo)"|"Ele sempre reclama da comida."
"to complete"|"I need to complete this form before noon."|"completar(verbo)"|"Eu preciso preencher este formulário antes do meio-dia."
"to comply"|"All employees must comply with the safety rules."|"cumprir(verbo)"|"Todos os funcionários devem cumprir as regras de segurança."
"to compose"|"She composed a beautiful song for her mother."|"compor(verbo)"|"Ela compôs uma música linda para a mãe."
"to comprise"|"The team comprises five members."|"ser composto por(verbo)"|"A equipe é composta por cinco membros."
"to compromise"|"They had to compromise to reach an agreement."|"ceder(verbo)"|"Eles tiveram que ceder para chegar a um acordo."
"to concede"|"He finally conceded that he was wrong."|"admitir(verbo)"|"Ele finalmente admitiu que estava errado."
"to conceive"|"She conceived the idea during a long walk."|"conceber(verbo)"|"Ela concebeu a ideia durante uma longa caminhada."
"to concentrate"|"I can't concentrate with all this noise."|"se concentrar(verbo)"|"Eu não consigo me concentrar com todo esse barulho."
"to concern"|"This issue concerns everyone in the neighborhood."|"dizer respeito a(verbo)"|"Esse problema diz respeito a todos no bairro."
"to conclude"|"The doctor concluded that rest was the best treatment."|"concluir(verbo)"|"O médico concluiu que o descanso era o melhor tratamento."
"to condemn"|"The community condemned the act of vandalism."|"condenar(verbo)"|"A comunidade condenou o ato de vandalismo."
"to conduct"|"She conducted the meeting very professionally."|"conduzir(verbo)"|"Ela conduziu a reunião de forma muito profissional."
"to confess"|"He confessed that he had eaten the last slice of cake."|"confessar(verbo)"|"Ele confessou que tinha comido o último pedaço de bolo."
"to confirm"|"Please confirm your appointment by tomorrow."|"confirmar(verbo)"|"Por favor, confirme sua consulta até amanhã."
"to confront"|"She finally confronted her coworker about the problem."|"confrontar(verbo)"|"Ela finalmente confrontou seu colega de trabalho sobre o problema."
"to confuse"|"The instructions confused everyone in the class."|"confundir(verbo)"|"As instruções confundiram todo mundo na turma."
"to connect"|"Connect the cable to the back of the TV."|"conectar(verbo)"|"Conecte o cabo na parte de trás da TV."
"to consider"|"I'm considering changing jobs."|"considerar(verbo)"|"Estou considerando mudar de emprego."
"to consist"|"The dish consists of rice, beans, and beef."|"consistir em(verbo)"|"O prato consiste em arroz, feijão e carne."
"to constitute"|"These findings constitute a major breakthrough."|"constituir(verbo)"|"Essas descobertas constituem um grande avanço."
"to construct"|"They constructed the bridge in just two years."|"construir(verbo)"|"Eles construíram a ponte em apenas dois anos."
"to consult"|"You should consult a doctor before taking that medication."|"consultar(verbo)"|"Você deve consultar um médico antes de tomar esse remédio."
"to consume"|"We consume too much sugar without even noticing."|"consumir(verbo)"|"A gente consome açúcar demais sem nem perceber."
"to contact"|"Contact me if you need anything."|"entrar em contato(verbo)"|"Entre em contato comigo se precisar de algo."
"to contain"|"This box contains all my old photos."|"conter(verbo)"|"Esta caixa contém todas as minhas fotos antigas."
"to contemplate"|"She sat by the window, contemplating her next move."|"refletir(verbo)"|"Ela ficou sentada perto da janela, refletindo sobre o próximo passo."
"to contend"|"Several teams are contending for the championship."|"disputar(verbo)"|"Várias equipes estão disputando o campeonato."
"to continue"|"Please continue reading from where you stopped."|"continuar(verbo)"|"Por favor, continue lendo de onde parou."
"to contribute"|"Everyone contributed to the surprise party."|"contribuir(verbo)"|"Todo mundo contribuiu para a festa surpresa."
"to control"|"He struggled to control his anger."|"controlar(verbo)"|"Ele teve dificuldade em controlar a raiva."
"to convert"|"Can you convert this file to PDF?"|"converter(verbo)"|"Você consegue converter esse arquivo para PDF?"
"to convey"|"The movie conveys a powerful message about family."|"transmitir(verbo)"|"O filme transmite uma mensagem poderosa sobre família."
"to convict"|"The jury convicted him of theft."|"condenar(verbo)"|"O júri o condenou por roubo."
"to convince"|"She convinced me to try the new restaurant."|"convencer(verbo)"|"Ela me convenceu a experimentar o restaurante novo."
"to cook"|"My dad cooks dinner every Sunday."|"cozinhar(verbo)"|"Meu pai cozinha o jantar todo domingo."
"to cool"|"Let the soup cool before you eat it."|"esfriar(verbo)"|"Deixe a sopa esfriar antes de comer."
"to cooperate"|"The students cooperated well during the group project."|"cooperar(verbo)"|"Os alunos cooperaram bem durante o projeto em grupo."
"to coordinate"|"She coordinates all the events at the school."|"coordenar(verbo)"|"Ela coordena todos os eventos da escola."
"to cope"|"It's hard to cope with stress after a long day."|"lidar com(verbo)"|"É difícil lidar com o estresse depois de um dia longo."
"to copy"|"Can you copy this file for me?"|"copiar(verbo)"|"Você pode copiar este arquivo para mim?"
"to correct"|"She corrected my pronunciation."|"corrigir(verbo)"|"Ela corrigiu minha pronúncia."
"to cost"|"How much does this coat cost?"|"custar(verbo)"|"Quanto custa este casaco?"
"to count"|"Count the chairs before the guests arrive."|"contar(verbo)"|"Conte as cadeiras antes dos convidados chegarem."
"to counter"|"He countered every argument she made."|"rebater(verbo)"|"Ele rebateu cada argumento que ela apresentou."
"to cover"|"Cover the pot so the water boils faster."|"tampar(verbo)"|"Tampe a panela para a água ferver mais rápido."
"to crack"|"I cracked an egg into the bowl."|"quebrar(verbo)"|"Eu quebrei um ovo na tigela."
"to crash"|"My computer crashed right before the meeting."|"travar(verbo)"|"Meu computador travou bem antes da reunião."
"to crawl"|"The baby is learning to crawl."|"engatinhar(verbo)"|"O bebê está aprendendo a engatinhar."
"to create"|"She created a new playlist for the road trip."|"criar(verbo)"|"Ela criou uma nova playlist para a viagem."
"to credit"|"The professor credited her for the idea."|"dar crédito a(verbo)"|"O professor deu crédito a ela pela ideia."
"to criticize"|"Try not to criticize people in public."|"criticar(verbo)"|"Tente não criticar pessoas em público."
"to cross"|"Look both ways before you cross the street."|"atravessar(verbo)"|"Olhe para os dois lados antes de atravessar a rua."
"to crowd"|"Fans crowded around the stage."|"se aglomerar(verbo)"|"Os fãs se aglomeraram em volta do palco."
"to crush"|"She crushed the garlic with the back of the knife."|"amassar(verbo)"|"Ela amassou o alho com o cabo da faca."
"to cry"|"He cried when he heard the news."|"chorar(verbo)"|"Ele chorou quando ouviu a notícia."
"to cure"|"Doctors are still trying to cure that disease."|"curar(verbo)"|"Os médicos ainda estão tentando curar essa doença."
"to cut"|"I cut my finger while chopping vegetables."|"cortar(verbo)"|"Eu cortei o dedo enquanto picava legumes."
"to damage"|"The storm damaged several houses in the area."|"danificar(verbo)"|"A tempestade danificou várias casas na região."
"to dance"|"They danced all night at the wedding."|"dançar(verbo)"|"Eles dançaram a noite toda no casamento."
"to dare"|"I dared him to jump into the pool."|"desafiar(verbo)"|"Eu o desafiei a pular na piscina."
"to date"|"They've been dating for about six months."|"namorar(verbo)"|"Eles estão namorando há cerca de seis meses."
"to deal"|"We need to deal with this problem right away."|"lidar com(verbo)"|"Precisamos lidar com esse problema imediatamente."
"to debate"|"The students debated whether social media is harmful."|"debater(verbo)"|"Os alunos debateram se as redes sociais são prejudiciais."
"to decide"|"Have you decided what to order?"|"decidir(verbo)"|"Você decidiu o que vai pedir?"
"to declare"|"He declared his love in front of everyone."|"declarar(verbo)"|"Ele declarou seu amor na frente de todos."
"to decline"|"She declined the job offer politely."|"recusar(verbo)"|"Ela recusou a oferta de emprego educadamente."
"to decorate"|"We decorated the apartment for the holidays."|"decorar(verbo)"|"Decoramos o apartamento para as festas."
"to decrease"|"The temperature decreased overnight."|"diminuir(verbo)"|"A temperatura diminuiu durante a noite."
"to dedicate"|"He dedicated the book to his mother."|"dedicar(verbo)"|"Ele dedicou o livro à sua mãe."
"to deem"|"The judge deemed the evidence insufficient."|"considerar(verbo)"|"O juiz considerou as provas insuficientes."
"to defeat"|"Our team defeated the champions last night."|"derrotar(verbo)"|"Nosso time derrotou os campeões ontem à noite."
"to defend"|"She defended her thesis in front of the committee."|"defender(verbo)"|"Ela defendeu sua tese diante da banca."
"to define"|"Can you define this word for me?"|"definir(verbo)"|"Você pode definir esta palavra para mim?"
"to delay"|"The flight was delayed by two hours."|"atrasar(verbo)"|"O voo atrasou duas horas."
"to deliver"|"The package was delivered this morning."|"entregar(verbo)"|"O pacote foi entregue esta manhã."
"to demand"|"The workers demanded better pay."|"exigir(verbo)"|"Os trabalhadores exigiram melhores salários."
"to demonstrate"|"She demonstrated how to use the new software."|"demonstrar(verbo)"|"Ela demonstrou como usar o novo software."
"to deny"|"He denied taking the money."|"negar(verbo)"|"Ele negou ter pegado o dinheiro."
"to depart"|"The train departs at seven in the morning."|"partir(verbo)"|"O trem parte às sete da manhã."
"to depend"|"It depends on how much time we have."|"depender(verbo)"|"Depende de quanto tempo temos."
"to depict"|"The painting depicts a scene from everyday life."|"retratar(verbo)"|"A pintura retrata uma cena do cotidiano."
"to deploy"|"The company deployed the update last night."|"implementar(verbo)"|"A empresa implementou a atualização ontem à noite."
"to derive"|"This word derives from Latin."|"derivar(verbo)"|"Esta palavra deriva do latim."
"to descend"|"We descended the stairs carefully."|"descer(verbo)"|"Descemos as escadas com cuidado."
"to describe"|"Can you describe what the person looked like?"|"descrever(verbo)"|"Você pode descrever como era a pessoa?"
"to deserve"|"You deserve a break after all that work."|"merecer(verbo)"|"Você merece uma pausa depois de todo esse trabalho."
"to design"|"She designed the logo herself."|"criar/projetar(verbo)"|"Ela mesma criou o logotipo."
"to desire"|"He desired nothing more than a quiet life."|"desejar(verbo)"|"Ele não desejava nada mais do que uma vida tranquila."
"to destroy"|"The fire destroyed the entire building."|"destruir(verbo)"|"O incêndio destruiu o prédio inteiro."
"to detect"|"The smoke detector failed to detect the fire in time."|"detectar(verbo)"|"O detector de fumaça não conseguiu detectar o incêndio a tempo."
"to determine"|"We need to determine the cause of the problem."|"determinar(verbo)"|"Precisamos determinar a causa do problema."
"to develop"|"She's developing a new app for her company."|"desenvolver(verbo)"|"Ela está desenvolvendo um novo aplicativo para sua empresa."
"to devote"|"He devotes two hours a day to studying English."|"dedicar(verbo)"|"Ele dedica duas horas por dia ao estudo de inglês."
"to diagnose"|"The doctor diagnosed her with diabetes."|"diagnosticar(verbo)"|"O médico a diagnosticou com diabetes."
"to dictate"|"The boss tried to dictate every decision in the office."|"ditar(verbo)"|"O chefe tentava ditar cada decisão no escritório."
"to die"|"Her grandfather died peacefully in his sleep."|"morrer(verbo)"|"O avô dela morreu tranquilamente enquanto dormia."
"to differ"|"Our opinions differ on almost everything."|"diferir(verbo)"|"Nossas opiniões diferem em quase tudo."
"to dig"|"The kids dug a big hole in the backyard."|"cavar(verbo)"|"As crianças cavaram um buraco grande no quintal."
"to diminish"|"The pain slowly diminished after she took the medication."|"diminuir(verbo)"|"A dor foi diminuindo aos poucos depois que ela tomou o remédio."
"to dip"|"She dipped the chip in the salsa."|"mergulhar(verbo)"|"Ela mergulhou o chip na salsa."
"to direct"|"He directed the new students to the registration desk."|"direcionar(verbo)"|"Ele direcionou os novos alunos para a mesa de inscrição."
"to disagree"|"I disagree with your decision, but I'll respect it."|"discordar(verbo)"|"Eu discordo da sua decisão, mas vou respeitá-la."
"to disappear"|"My keys disappeared again."|"desaparecer(verbo)"|"Minhas chaves desapareceram de novo."
"to disclose"|"The company refused to disclose its profits."|"revelar(verbo)"|"A empresa se recusou a revelar seus lucros."
