driveway,The car is parked in the driveway.,entrada de garagem,O carro está estacionado na entrada de garagem.
charm,She has a lot of charm and kindness.,charme,Ela tem muito charme e gentileza.
sexuality,Every person has their own sexuality.,sexualidade,Cada pessoa tem sua própria sexualidade.
loyal,A loyal friend always helps you.,leal,Um amigo leal sempre te ajuda.
clay,We made a pot with clay in art class.,argila,Fizemos um pote com argila na aula de arte.
to pound,He had to pound the nail into the wood.,martelar,Ele teve que martelar o prego na madeira.
balloon,She held a red balloon at the party.,balão,Ela segurou um balão vermelho na festa.
invention,The telephone was a great invention.,invenção,O telefone foi uma grande invenção.
ego,He has a big ego and never listens.,ego,Ele tem um ego grande e nunca ouve.
fare,The bus fare is very cheap today.,tarifa,A tarifa do ônibus está bem barata hoje.
homework,I finished my homework before dinner.,dever de casa,Terminei meu dever de casa antes do jantar.
disc,The doctor looked at my back disc.,disco,O médico examinou o disco das minhas costas.
sofa,The cat sleeps on the sofa.,sofá,O gato dorme no sofá.
guarantee,The store offers a guarantee on this product.,garantia,A loja oferece uma garantia neste produto.
availability,Check the availability of seats online.,disponibilidade,Verifique a disponibilidade de assentos online.
radar,The plane appeared on the radar screen.,radar,O avião apareceu na tela do radar.
to frown,Try not to frown during the photo.,franzir a testa,Tente não franzir a testa durante a foto.
to regain,She worked hard to regain her strength.,recuperar,Ela trabalhou muito para recuperar sua força.
leave,Please leave the door open.,deixar,Por favor deixe a porta aberta.
permit,You need a permit to park here.,permissão,Você precisa de uma permissão para estacionar aqui.
sweater,Put on your sweater; it is cold outside.,suéter,Coloque seu suéter; está frio lá fora.
rehabilitation,He went to rehabilitation after the accident.,reabilitação,Ele foi para reabilitação após o acidente.
rubber,The ball is made of rubber.,borracha,A bola é feita de borracha.
retreat,The team went on a retreat in the mountains.,retiro,A equipe foi a um retiro nas montanhas.
molecule,A water molecule has two hydrogen atoms.,molécula,Uma molécula de água tem dois átomos de hidrogênio.
freely,You can speak freely in this class.,livremente,Você pode falar livremente nesta aula.
favorable,The weather is favorable for a picnic today.,favorável,O tempo está favorável para um piquenique hoje.
steadily,She improved steadily throughout the year.,gradualmente,Ela melhorou gradualmente ao longo do ano.
veteran,The veteran told us stories about the war.,veterano,O veterano nos contou histórias sobre a guerra.
integrated,The school is fully integrated and welcoming.,integrado,A escola é totalmente integrada e acolhedora.
ha,Ha! That joke was really funny.,ha,Ha! Essa piada foi muito engraçada.
youngster,The youngster loves to play outside.,jovem,O jovem adora brincar lá fora.
to broadcast,The station will broadcast the game tonight.,transmitir,A emissora vai transmitir o jogo esta noite.
premium,This is a premium quality chocolate.,premium,Este é um chocolate de qualidade premium.
accountability,Accountability means taking responsibility for your actions.,responsabilidade,Responsabilidade significa assumir suas ações.
to overwhelm,Too much homework can overwhelm a student.,sobrecarregar,Muita lição de casa pode sobrecarregar um aluno.
one-third,One-third of the pizza is left.,um terço,Um terço da pizza sobrou.
to contemplate,She likes to contemplate the stars at night.,contemplar,Ela gosta de contemplar as estrelas à noite.
to update,Please update your password today.,atualizar,Por favor atualize sua senha hoje.
to spark,The match can spark a fire.,acender,O fósforo pode acender um fogo.
ironically,Ironically; he forgot his umbrella on a rainy day.,ironicamente,Ironicamente; ele esqueceu o guarda-chuva num dia chuvoso.
fatigue,Fatigue makes it hard to concentrate.,fadiga,A fadiga dificulta a concentração.
beyond,The park is beyond the big bridge.,além,O parque fica além da grande ponte.
to speculate,People speculate about life on other planets.,especular,As pessoas especulam sobre vida em outros planetas.
marker,She drew a star with a red marker.,marcador,Ela desenhou uma estrela com um marcador vermelho.
low,The shelf is too low for adults.,baixo,A prateleira é baixa demais para adultos.
to preach,The pastor will preach on Sunday.,pregar,O pastor vai pregar no domingo.
bucket,He filled the bucket with water.,balde,Ele encheu o balde com água.
to bomb,The villain tried to bomb the bridge.,bombardear,O vilão tentou bombardear a ponte.
blond,The blond girl sits near the window.,loiro,A menina loira senta perto da janela.
confession,The boy made a confession to his teacher.,confissão,O menino fez uma confissão para sua professora.
to provoke,Do not provoke the angry dog.,provocar,Não provoque o cachorro bravo.
marble,He lost his favorite marble at school.,bolinha de gude,Ele perdeu sua bolinha de gude favorita na escola.
substantially,The price has risen substantially this year.,substancialmente,O preço subiu substancialmente este ano.
twist,There is a surprising twist at the end.,reviravolta,Há uma reviravolta surpreendente no final.
defender,The defender blocked the shot easily.,defensor,O defensor bloqueou o chute facilmente.
to fish,We love to fish at the lake.,pescar,Nós adoramos pescar no lago.
explicit,The teacher gave explicit instructions to the class.,explícito,A professora deu instruções explícitas à turma.
transport,The bus is a common transport in the city.,transporte,O ônibus é um transporte comum na cidade.
disturbing,The news story was very disturbing.,perturbador,A notícia foi muito perturbadora.
surveillance,The camera provides surveillance for the school.,vigilância,A câmera fornece vigilância para a escola.
magnetic,The magnetic force pulls metal objects.,magnético,A força magnética atrai objetos de metal.
technician,The technician fixed the broken computer.,técnico,O técnico consertou o computador quebrado.
to mutter,He began to mutter something under his breath.,murmurar,Ele começou a murmurar algo baixinho.
devastating,The storm was devastating for the small town.,devastador,A tempestade foi devastadora para a pequena cidade.
to depart,The train will depart at eight o'clock.,partir,O trem vai partir às oito horas.
arrow,The archer shot an arrow at the target.,flecha,O arqueiro atirou uma flecha no alvo.
trauma,The accident caused trauma for the child.,trauma,O acidente causou trauma na criança.
neighboring,The neighboring school has a big garden.,vizinho,A escola vizinha tem um jardim grande.
to soak,Leave the beans to soak overnight.,deixar de molho,Deixe os feijões de molho durante a noite.
ribbon,She tied a pink ribbon in her hair.,fita,Ela amarrou uma fita rosa no cabelo.
meantime,In the meantime; please wait in the hall.,enquanto isso,Enquanto isso; por favor espere no corredor.
to transmit,Mosquitoes can transmit dangerous diseases.,transmitir,Os mosquitos podem transmitir doenças perigosas.
to screen,The doctor will screen patients this morning.,examinar,O médico vai examinar os pacientes esta manhã.
harvest,Farmers work hard during the harvest season.,colheita,Os fazendeiros trabalham muito na época da colheita.
consecutive,Our team won five consecutive games.,consecutivo,Nosso time ganhou cinco jogos consecutivos.
republican,The republican candidate spoke at the rally.,republicano,O candidato republicano falou no comício.
to coordinate,She helped coordinate the school event.,coordenar,Ela ajudou a coordenar o evento escolar.
worldwide,The song became worldwide famous quickly.,mundial,A música ficou mundialmente famosa rapidamente.
within,Finish your test within thirty minutes.,dentro de,Termine sua prova dentro de trinta minutos.
spy,The spy hid behind the tall tree.,espião,O espião se escondeu atrás da árvore alta.
slot,Put the coin in the slot.,fenda,Coloque a moeda na fenda.
riot,The riot started in the street.,tumulto,O tumulto começou na rua.
nutrient,This food has an important nutrient.,nutriente,Este alimento tem um nutriente importante.
citizenship,She got her citizenship last year.,cidadania,Ela obteve sua cidadania no ano passado.
severely,He was severely hurt in the fall.,gravemente,Ele foi gravemente ferido na queda.
sovereignty,The country fought for its sovereignty.,soberania,O país lutou por sua soberania.
ridge,We walked along the mountain ridge.,crista,Caminhamos ao longo da crista da montanha.
brave,The brave girl saved her friend.,corajosa,A menina corajosa salvou sua amiga.
lighting,The lighting in the room is bright.,iluminação,A iluminação no quarto é brilhante.
to specify,Please specify your favorite color.,especificar,Por favor especifique sua cor favorita.
contributor,She is a big contributor to the project.,contribuidor,Ela é uma grande contribuidora do projeto.
to frustrate,Loud noises frustrate me a lot.,frustrar,Barulhos altos me frustram muito.
to crowd,People crowd the park on weekends.,aglomerar,As pessoas aglomeram o parque nos fins de semana.
to articulate,Try to articulate your words clearly.,articular,Tente articular suas palavras claramente.
importantly,Most importantly; drink water every day.,importante,Mais importante; beba água todos os dias.
transit,The bus is part of public transit.,trânsito,O ônibus faz parte do trânsito público.
dense,The forest is very dense and dark.,denso,A floresta é muito densa e escura.
seminar,We had a seminar about nature.,seminário,Tivemos um seminário sobre a natureza.
electronics,He loves learning about electronics.,eletrônica,Ele adora aprender sobre eletrônica.
sunny,It is a sunny day today.,ensolarado,Hoje é um dia ensolarado.
shorts,She wore shorts on the hot day.,bermuda,Ela usou bermuda no dia quente.
to swell,My ankle began to swell after the fall.,inchar,Meu tornozelo começou a inchar após a queda.
accusation,The accusation against him was false.,acusação,A acusação contra ele era falsa.
to soften,Add butter to soften the dough.,amolecer,Adicione manteiga para amolecer a massa.
to photograph,I love to photograph flowers.,fotografar,Eu adoro fotografar flores.
to straighten,Please straighten your back when sitting.,endireitar,Por favor endireite suas costas ao sentar.
terribly,I felt terribly sick yesterday.,terrivelmente,Eu me senti terrivelmente mal ontem.
cue,That was my cue to start speaking.,sinal,Aquele foi meu sinal para começar a falar.
sudden,There was a sudden loud noise.,repentino,Houve um barulho alto repentino.
bride,The bride wore a white dress.,noiva,A noiva usou um vestido branco.
biography,I read a biography about a scientist.,biografia,Eu li uma biografia sobre um cientista.
hazard,Ice on the road is a hazard.,perigo,Gelo na estrada é um perigo.
compelling,The story was so compelling and fun.,convincente,A história foi tão convincente e divertida.
seldom,She seldom eats sweets.,raramente,Ela raramente come doces.
tile,One tile fell off the bathroom wall.,azulejo,Um azulejo caiu da parede do banheiro.
economically,They lived economically to save money.,economicamente,Eles viviam economicamente para poupar dinheiro.
honestly,Honestly; I forgot about the homework.,honestamente,Honestamente; eu esqueci o dever de casa.
troubled,He looked troubled after the test.,preocupado,Ele parecia preocupado após a prova.
to bow,The actor bowed after the show.,inclinar-se,O ator se inclinou após o espetáculo.
twentieth,Today is the twentieth day of May.,vigésimo,Hoje é o vigésimo dia de maio.
balanced,Eat a balanced diet every day.,equilibrado,Coma uma dieta equilibrada todos os dias.
foreigner,The foreigner asked for directions.,estrangeiro,O estrangeiro pediu informações sobre o caminho.
launch,They will launch a new rocket soon.,lançar,Eles vão lançar um novo foguete em breve.
convenience,The store is close for our convenience.,conveniência,A loja é próxima para nossa conveniência.
delight,The cake was a real delight.,deleite,O bolo foi um verdadeiro deleite.
to weave,She learned to weave colorful baskets.,tecer,Ela aprendeu a tecer cestas coloridas.
timber,The house was built with timber.,madeira,A casa foi construída com madeira.
till,Wait till the rain stops.,até,Espere até a chuva parar.
accurately,She accurately answered every question.,com precisão,Ela respondeu cada pergunta com precisão.
plea,His plea for help was heard.,súplica,Sua súplica por ajuda foi ouvida.
bulb,The bulb lights up the room.,lâmpada,A lâmpada ilumina o quarto.
to copy,Please copy the words on the board.,copiar,Por favor copie as palavras no quadro.
flying,The bird is flying in the sky.,voando,O pássaro está voando no céu.
sustainable,We need sustainable energy for our planet.,sustentável,Precisamos de energia sustentável para o nosso planeta.
devil,The devil is a symbol of evil.,diabo,O diabo é um símbolo do mal.
bolt,The bolt of lightning lit the sky.,raio,O raio iluminou o céu.
cargo,The ship carries cargo across the sea.,carga,O navio transporta carga pelo mar.
spine,The spine supports your whole body.,espinha,A espinha sustenta todo o seu corpo.
seller,The seller gave me a good price.,vendedor,O vendedor me deu um bom preço.
skilled,She is a skilled piano player.,habilidoso,Ela é uma pianista habilidosa.
managing,He is managing the school project.,gerenciando,Ele está gerenciando o projeto da escola.
public,The park is a public place.,público,O parque é um lugar público.
marine,The marine animals live in the ocean.,marinho,Os animais marinhos vivem no oceano.
dock,The boat stopped at the dock.,doca,O barco parou na doca.
organized,Her desk is always very organized.,organizado,A mesa dela é sempre muito organizada.
fog,The fog made it hard to see.,neblina,A neblina dificultou a visão.
diplomat,The diplomat spoke at the meeting.,diplomata,O diplomata falou na reunião.
boring,The long movie was very boring.,chato,O filme longo foi muito chato.
sometime,Let us play together sometime.,algum dia,Vamos brincar juntos algum dia.
summary,Write a summary of the story.,resumo,Escreva um resumo da história.
missionary,The missionary helped people in the village.,missionário,O missionário ajudou as pessoas na aldeia.
epidemic,The epidemic spread through the whole city.,epidemia,A epidemia se espalhou por toda a cidade.
fatal,The fall was fatal for the tree.,fatal,A queda foi fatal para a árvore.
to trim,Dad will trim the grass today.,aparar,Papai vai aparar a grama hoje.
warehouse,The boxes are stored in the warehouse.,armazém,As caixas estão guardadas no armazém.
to accelerate,The car began to accelerate on the road.,acelerar,O carro começou a acelerar na estrada.
butterfly,The butterfly has beautiful colorful wings.,borboleta,A borboleta tem asas coloridas e bonitas.
bronze,She won the bronze medal at school.,bronze,Ela ganhou a medalha de bronze na escola.
to drown,Never swim alone so you do not drown.,afogar,Nunca nade sozinho para não afogar.
inherent,Kindness is inherent in her nature.,inerente,A bondade é inerente à natureza dela.
praise,The teacher gave praise to the student.,elogio,A professora deu um elogio ao aluno.
nationwide,The contest was held nationwide.,nacional,O concurso foi realizado em todo o país.
to spit,It is rude to spit on the floor.,cuspir,É rude cuspir no chão.
to harvest,Farmers harvest crops in the autumn.,colher,Os fazendeiros colhem as safras no outono.
to kneel,We kneel down to pick up things.,ajoelhar,Nós nos ajoelhamos para pegar as coisas.
vacuum,Mom used the vacuum to clean the floor.,aspirador,A mamãe usou o aspirador para limpar o chão.
selected,He was selected for the school team.,selecionado,Ele foi selecionado para o time da escola.
to dictate,The teacher will dictate the words slowly.,ditar,A professora vai ditar as palavras devagar.
stereotype,A stereotype is not always true.,estereótipo,Um estereótipo nem sempre é verdade.
sensor,The sensor detects movement in the room.,sensor,O sensor detecta movimento no quarto.
laundry,She put the laundry in the machine.,roupa suja,Ela colocou a roupa suja na máquina.
manual,Read the manual before using the toy.,manual,Leia o manual antes de usar o brinquedo.
pistol,The police officer carries a pistol.,pistola,O policial carrega uma pistola.
naval,The naval ship sailed near the coast.,naval,O navio naval navegou perto da costa.
plaintiff,The plaintiff spoke first in the court.,demandante,O demandante falou primeiro no tribunal.
to kid,I was just trying to kid my friend.,brincar,Eu estava só tentando brincar com meu amigo.
middle-class,His family is middle-class and comfortable.,classe média,A família dele é de classe média e confortável.
apology,She gave an apology for being late.,desculpa,Ela pediu desculpa por ter chegado atrasada.
till,Wait till the bell rings to leave.,até,Espere até o sino tocar para sair.
